                D0                                                    Dp                                                  Dsp                                                                                   add all D       
4.014	    3938.122762	    386.0533606         4.014	        2301.969176	        127.2501295                             4.014	        407.1226188	        121.6203158                                    4.014	    6647.214557	        424.2891631                                                                                                                               
4.016	    4446.136244	    391.0307912         4.016	        2474.637813	        130.9814879                             4.016	        285.0876196	        114.7508203                                    4.016	    7205.861677	        428.0525442                                                                                                                               
4.018	    4703.902483	    385.4167606         4.018	        2591.040615	        128.9782839                             4.018	        299.0036236	        119.7721715                                    4.018	    7593.946722	        423.7060893                                                                                                                               
4.02	    5599.015983	    403.0508007         4.02	        2518.153466	        131.3998378                             4.02	        349.9154919	        123.8051969                                    4.02	        8467.084941	        441.6373989                                                                                                                               
4.025	    6312.223688	    426.2659498         4.025	        2843.145632	        141.8637703                             4.025	        316.6788156	        123.9536436                                    4.025	    9472.048136	        466.0391561                                                                                                                                       
4.03	    7514.922264	    277.2295222         4.03	        2929.533833	        90.73175158                             4.03	        367.7585564	        75.36638004                                    4.03	        10812.21465	        301.2781936                                                                                                                               
4.035	    8574.316524	    445.8115663         4.035	        2838.370883	        138.9456789                             4.035	        422.1653582	        126.9461848                                    4.035	    11834.85277	        483.91031                                                                                                                               
4.04	    8649.029871	    443.8764884         4.04	        2352.26973	        134.3179636                             4.04	        263.1085633	        113.5516697                                    4.04	        11264.40816	        477.4532794                                                                                                                               
4.055	    7300.426332	    420.6157456         4.055	        2353.203358	        129.4338799                             4.055	        94.17918033	        84.52459344                                    4.055	    9747.80887	        448.1240248                                                                                                                               
4.06	    7382.849579	    435.7196406         4.06	        2488.291088	        135.4069036                             4.06	        231.5003267	        118.187225                                     4.06	        10102.64099	        471.3330615                                                                                                                              
4.065	    7125.168956	    414.9252734         4.065	        2265.6482	        128.4418936                             4.065	        83.83370797	        86.82219133                                    4.065	    9474.650864	        442.9428806                                                                                                                               
4.08	    6696.355253	    387.2053314         4.08	        2337.103499	        123.8557154                             4.08	        110.6093602	        66.20287739                                    4.08	        9144.068112	        411.8871543                                                                                                                               
4.08545	    6600.893546	    149.0617116         4.08545	        2167.894111	        46.18548251                             4.08545	        73.60397881	        30.52181044                                    4.08545	    8842.391636	        159.009665                                                                                                                               
4.09	    6522.169635	    389.4726929         4.09	        2155.168187	        121.7237199                             4.09	        84.64563372	        80.10319636                                    4.09	        8761.983456	        415.839109                                                                                                                               
4.1	        5850.541455	    384.1917259         4.1	            2297.093053	        126.5385233                             4.1	            129.7809797	        88.65766151                                    4.1	        8277.415488	        414.0959564                                                                                                                               
4.11	    7113.9208	    404.1799009         4.11	        2075.206312	        125.6163706                             4.11	        118.4144404	        105.3439832                                    4.11	        9307.541552	        436.1630654                                                                                                                               
4.12	    6069.900555	    380.9630321         4.12	        1880.86577	        117.7893408                             4.12	        742.8382277	        132.2113515                                    4.12	        8693.604553	        420.1035612                                                                                                                               
4.12848	    5918.015196	    52.18585864         4.12848	        1897.256291	        16.14415027                             4.12848	        584.4717995	        18.65680279                                    4.12848	    8399.743287	        57.72411732                                                                                                                               
4.13	    7019.257416	    404.2743541         4.13	        2086.487225	        124.2573037                             4.13	        527.9357172	        137.2065469                                    4.13	        9633.680358	        444.6383558                                                                                                                               
4.14	    6712.844474	    400.8812974         4.14	        2082.910395	        124.3878884                             4.14	        548.0816248	        136.8222058                                    4.14	        9343.836494	        441.4730766                                                                                                                               
4.145	    6579.65535	    381.3064916         4.145	        1980.111936	        117.6629989                             4.145	        882.576848	        154.6954246                                    4.145	    9442.344134	        427.9835233                                                                                                                               
4.15	    6421.220562	    386.8802748         4.15	        1769.733946	        117.5741162                             4.15	        1055.903755	        173.9381042                                    4.15	        9246.858263	        440.1755149                                                                                                                               
4.15744	    5958.569346	    51.88641846         4.15744	        1866.310727	        16.04233716                             4.15744	        917.9072642	        21.73907111                                    4.15744	    8742.787337	        58.49909585                                                                                                                               
4.16	    6068.909404	    369.4922011         4.16	        1924.311057	        116.7426991                             4.16	        769.9710136	        147.6893625                                    4.16	        8763.191475	        414.6872222                                                                                                                               
4.17	    6457.310812	    250.4305999         4.17	        1908.415023	        77.55378088                             4.17	        1005.800396	        107.3459297                                    4.17	        9371.526231	        283.2899979                                                                                                                               
4.18	    6200.642575	    391.6998049         4.18	        1874.751489	        122.0856607                             4.18	        753.6413069	        165.8087168                                    4.18	        8829.035371	        442.522515                                                                                                                               
4.18859	    5581.864154	    157.2883167         4.18859	        1714.835863	        48.71622895                             4.18859	        927.3518609	        68.63553416                                    4.18859	    8224.051878	        178.392046                                                                                                                               
4.1888	    5241.271414	    43.43674823         4.1888	        1672.07576	        13.64249301                             4.1888	        989.6084409	        19.93897615                                    4.1888	    7902.955615	        49.70343532                                                                                                                                   
4.19	    5199.180142	    375.3436741         4.19	        1783.74003	        117.0451597                             4.19	        1120.699829	        173.3345135                                    4.19 	    8103.620001	        429.6827861                                                                                                                               
4.195	    6214.556657	    384.9486301         4.195	        1883.681495	        119.2131534                             4.195	        908.8310153	        167.9625548                                    4.195	    9007.069167	        436.5874982                                                                                                                               
4.1989	    4952.502791	    43.10921998         4.1989	        1647.526896	        13.62011237                             4.1989	        945.1637525	        19.82416216                                    4.1989	    7545.19344	        49.36506572                                                                                                                                   
4.2	        5072.820249	    364.2298974         4.2	            1769.98716	        116.2837131                             4.2	            1130.710674	        171.6058087                                    4.2	        7973.518083	        419.0869524                                                                                                                               
4.203	    5456.747986	    390.3519134         4.203	        1755.502959	        122.4878646                             4.203	        926.6133365	        178.3732037                                    4.203	    8138.864282	        446.3125509                                                                                                                               
4.206	    5566.688712	    371.5106279         4.206	        1542.338805	        111.8021161                             4.206	        986.2398047	        163.5337303                                    4.206	    8095.267322	        421.0262946                                                                                                                               
4.20773	    4943.112252	    135.0929848         4.20773	        1650.211182	        42.48871333                             4.20773	        927.067865	        59.87193495                                    4.20773	    7520.391299	        153.753224                                                                                                                               
4.2092	    4383.893983	    42.38131651         4.2092	        1453.30342	        13.25664409                             4.2092	        897.7001421	        19.48240078                                    4.2092	    6734.897545	        48.49204617                                                                                                                                   
4.21	    4748.381013	    356.3760594         4.21	        1232.469365	        108.3037905                             4.21	        743.0344605	        147.6724403                                    4.21	        6723.884839	        400.6753753                                                                                                                               
4.215	    4714.892511	    348.9855414         4.215	        1539.446727	        111.5779789                             4.215	        790.6328125	        148.1150387                                    4.215	    7044.972051	        395.1944055                                                                                                                               
4.21713	    4251.293002	    131.7827515         4.21713	        1387.294298	        40.80851629                             4.21713	        821.8949576	        57.5323066                                     4.21713	    6460.482258	        149.4723884                                                                                                                              
4.2187	    3781.005828	    41.15943165         4.2187	        1349.776298	        12.92742329                             4.2187	        778.7836801	        18.27672845                                    4.2187	    5909.565806	        46.85355792                                                                                                                                   
4.22	    3390.226104	    332.0620784         4.22	        1571.26869	        108.9610011                             4.22	        856.0961155	        150.8539411                                    4.22	        5817.59091	        380.6502794                                                                                                                               
4.225	    3327.084355	    327.0316595         4.225	        1148.119607	        101.0014987                             4.225	        508.8210742	        114.5300105                                    4.225	    4984.025036	        360.9267687                                                                                                                               
4.22626	    3392.898498	    27.61634808         4.22626	        1163.614728	        8.512128379                             4.22626	        646.2269296	        11.58227756                                    4.22626	    5202.740156	        31.13307187                                                                                                                               
4.23	    2899.179415	    315.4206269         4.23	        1168.062497	        98.37301956                             4.23	        620.622283	        133.8525906                                    4.23	        4687.864195	        356.4883432                                                                                                                               
4.235	    2634.66147	    306.2455941         4.235	        1075.595413	        97.29288664                             4.235	        763.1759515	        143.3426334                                    4.235	    4473.432835	        351.851361                                                                                                                               
4.2357	    2792.707695	    38.41203317         4.2357	        1046.758342	        11.78075571                             4.2357	        650.5050448	        16.4738063                                     4.2357	    4489.971082	        43.42414986                                                                                                                              
4.24	    2843.972547	    333.2792968         4.24	        1149.057667	        101.9805189                             4.24	        783.9925556	        146.9422249                                    4.24	        4777.02277	        378.2421623                                                                                                                               
4.24166	    2615.180853	    119.696211          4.24166	        944.0348111	        36.05807754                             4.24166	        618.9245143	        50.22711972                                    4.24166	    4178.140178	        134.7224237                                                                                                               
4.243	    3192.161973	    307.4218401         4.243	        1108.612645	        94.90524277                             4.243	        703.2445798	        128.1662596                                    4.243	    5004.019198	        346.3261223                                                                                                                               
4.2438	    2565.351246	    37.57273184         4.2438	        984.0158593	        11.53073933                             4.2438	        650.9548605	        16.26955369                                    4.2438	    4200.321966	        42.53664896                                                                                                                                   
4.245	    2040.349107	    294.3442704         4.245	        1126.20506	        94.46279686                             4.245	        511.256446	        131.1868622                                    4.245	    3677.810613	        335.8150716                                                                                                                               
4.248	    2681.810586	    302.1090947         4.248	        1075.545151	        94.0968028                              4.248	        564.139649	        128.2036796                                    4.248	    4321.495386	        341.4092806                                                                                                                              
4.25	    2829.752244	    306.5277561         4.25	        963.3701796	        92.89291097                             4.25	        859.1140342	        151.1466386                                    4.25	        4652.236458	        354.1661538                                                                                                                               
4.255	    2179.449497	    295.588021          4.255	        918.5167087	        88.91334348                             4.255	        632.8548614	        131.8313435                                    4.255	    3730.821067	        335.644699                                                                                                               
4.25797	    2526.596672	    30.55331036         4.25797	        952.3200374	        9.31741925                              4.25797	        578.8019724	        12.60996699                                    4.25797	    4057.718682	        34.34137946                                                                                                                              
4.26	    2649.862936	    296.724391          4.26	        1011.856739	        90.64234811                             4.26	        389.3717137	        127.0554942                                    4.26	        4051.091389	        335.2678006                                                                                                               
4.265	    2435.885402	    296.5471663         4.265	        791.3143585	        89.20185589                             4.265	        396.2603842	        119.7655869                                    4.265	    3623.460145	        332.0255845                                                                                                                               
4.2668	    2487.010505	    37.49549732         4.2668	        973.6400174	        11.54220291                             4.2668	        606.2328379	        15.889026                                      4.2668	    4066.88336	        42.3272479                                                                                                                             
4.27	    2088.268529	    296.393285          4.27	        1032.162039	        92.91566102                             4.27	        536.0283412	        118.073664                                     4.27	        3656.458909	        332.3006012                                                                                                                          
4.275	    2143.168785	    294.8487324         4.275	        840.7702188	        91.96293707                             4.275	        371.4651579	        117.1609049                                    4.275	    3355.404162	        330.3326118                                                                                                                               
4.2777	    2478.341727	    65.32197606         4.2777	        946.7460648	        20.08414712                             4.2777	        572.5372541	        27.08232392                                    4.2777	    3997.625046	        73.51044681                                                                                                                                   
4.28	    2460.464272	    299.1604831         4.28	        862.7413692	        89.46277603                             4.28	        562.7987711	        123.5890077                                    4.28	        3886.004412	        335.8196328                                                                                                                               
4.285	    2541.174046	    297.6856093         4.285	        968.5791279	        91.90073034                             4.285	        621.9500381	        121.3065297                                    4.285	    4131.703212	        334.3317819                                                                                                                               
4.28788	    2546.782286	    39.18359344         4.28788	        918.8093314	        11.96813929                             4.28788	        473.3413444	        15.31681387                                    4.28788	    3938.932962	        43.74008619                                                                                                                               
4.29	    2899.967297	    298.0670353         4.29	        964.9193386	        91.22770482                             4.29	        439.0000371	        120.2711568                                    4.29	        4303.886673	        334.1131587                                                                                                                               
4.3	        2519.362866	    305.7188212         4.3	            1070.676262	        95.22111099                             4.3	            483.0119044	        114.1232716                                    4.3	        4073.051032	        339.93408                                                                                                           
4.30789	    2941.818492	    133.7598963         4.30789	        1057.442538	        41.85877559                             4.30789	        486.908033	        52.776889                                      4.30789	    4486.169063	        149.7640376                                                                                                                         
4.31	    3362.673814	    312.3135234         4.31	        1123.68647	        100.1752819                             4.31	        510.6282351	        116.5087494                                    4.31	        4996.988519	        348.064811                                                                                                                               
4.31205	    2803.810505	    39.73235959         4.31205	        1013.452575	        12.37967045                             4.31205	        393.108584	        14.72302904                                    4.31205	    4210.371664	        44.14390358                                                                                                                               
4.32	    2864.165131	    290.186222          4.32	        1040.078988	        92.66448745                             4.32	        518.9021241	        112.2165636                                    4.32	        4423.146243	        324.6341138                                                                                                               
4.33	    2948.856336	    307.2944773         4.33	        1266.95357	        99.62727822                             4.33	        374.9463764	        101.5573705                                    4.33	        4590.756282	        338.6286902                                                                                                                               
4.33739	    3388.110283	    40.78796529         4.33739	        1228.968313	        13.0042855                              4.33739	        387.0219736	        14.79627517                                    4.33739	    5004.10057	        45.29568757                                                                                                                              
4.34	    3097.361884	    305.7756655         4.34	        1139.585325	        99.25740754                             4.34	        377.0456779	        104.4737854                                    4.34	        4613.992887	        338.0318955                                                                                                                               
4.35	    3560.404106	    317.3635783         4.35	        1310.095008	        103.3398749                             4.35	        388.7635031	        115.3278051                                    4.35	        5259.262617	        353.1278426                                                                                                                               
4.35826	    3893.7041	    39.92037725         4.35826	        1470.995821	        13.23067117                             4.35826	        451.8174194	        15.13918136                                    4.35826	    5816.51734	        44.69767322                                                                                                                               
4.36	    3678.59378	    323.6483807         4.36	        1611.774229	        111.3300985                             4.36	        297.9095386	        122.1791035                                    4.36	        5588.277548	        363.4149123                                                                                                                               
4.37	    4410.343381	    327.9509037         4.37	        1636.030251	        109.3948607                             4.37	        693.5810832	        135.8290295                                    4.37	        6739.954715	        371.4411879                                                                                                                               
4.37737	    4338.138456	    41.63643501         4.37737	        1639.102854	        14.03243696                             4.37737	        465.5196816	        15.96656764                                    4.37737	    6442.760992	        46.74861805                                                                                                                               
4.38	    3927.064246	    329.1963702         4.38	        1804.186088	        114.6075039                             4.38	        696.6045144	        144.6797497                                    4.38	        6427.854848	        377.408744                                                                                                                               
4.3874	    4893.888471	    129.9383468         4.3874	        1765.19137	        44.31683583                             4.3874	        522.1988008	        50.50731419                                    4.3874	    7181.278642	        146.2837814                                                                                                                                   
4.39	    4537.331438	    356.6016474         4.39	        2085.607962	        127.0457365                             4.39	        579.9704994	        148.0012358                                    4.39	        7202.909899	        406.4599856                                                                                                                               
4.395	    4082.695991	    347.8117356         4.395	        2106.225267	        126.4108223                             4.395	        415.9516078	        126.3340121                                    4.395	    6604.872866	        391.0408956                                                                                                                               
4.39645	    4625.087051	    42.65856989         4.39645	        1867.750092	        14.86406935                             4.39645	        592.1015065	        17.35015542                                    4.39645	    7084.93865	        48.39134257                                                                                                                               
4.4	        4416.275472	    360.0224569         4.4	            1996.149096	        130.1061464                             4.4	            539.3390171	        143.4577566                                    4.4	        6951.763585	        408.8079093                                                                                                                               
4.41	    5064.347567	    398.8617443         4.41	        2375.391395	        145.8500051                             4.41	        941.3948012	        169.7208619                                    4.41	        8381.133763	        457.3489762                                                                                                                               
4.41558	    4877.127672	    28.33918727         4.41558	        1988.120929	        10.26316114                             4.41558	        657.6213973	        12.47450991                                    4.41558	    7522.869998	        32.61986219                                                                                                                               
4.42	    4738.270851	    353.8034699         4.42	        1973.252692	        126.7577716                             4.42	        1083.376883	        168.3467558                                    4.42	        7794.900426	        411.8070642                                                                                                                               
4.425	    5002.403416	    361.1597617         4.425	        2155.565445	        129.6063294                             4.425	        466.3087842	        146.4792                                       4.425	    7624.277645	        410.7192838                                                                                                                            
4.43	    4723.383297	    368.7635478         4.43	        2074.556504	        134.4401823                             4.43	        736.8404335	        186.2021981                                    4.43	        7534.780235	        434.4329354                                                                                                                               
4.43624	    4863.973887	    40.27749147         4.43624	        2018.272012	        14.38549613                             4.43624	        716.7174049	        17.80785907                                    4.43624	    7598.963304	        46.32859444                                                                                                                               
4.44	    4413.668427	    345.1549112         4.44	        1930.400023	        124.1500123                             4.44	        672.6657207	        144.6278778                                    4.44	        7016.734171	        394.2871559                                                                                                                               
4.45	    4809.393343	    353.1222725         4.45	        2019.017846	        125.9542737                             4.45	        568.4918937	        159.313316                                     4.45	        7396.903083	        407.3580134                                                                                                                              
4.46	    4003.934758	    316.5510181         4.46	        1820.700975	        112.9154776                             4.46	        741.001621	        131.884184                                     4.46	        6565.637354	        361.037242                                                                                                                              
4.46706	    3948.254602	    87.12068265         4.46706	        1515.031993	        30.51752541                             4.46706	        511.9764577	        35.63874162                                    4.46706	    5975.263053	        98.95176909                                                                                                                               
4.48	    4203.175856	    325.7313934         4.48	        1689.93581	        115.7865799                             4.48	        390.7738232	        131.5476237                                    4.48	        6283.885489	        369.8814                                                                                                                               
4.5	        4175.305289	    329.4876318         4.5	            1465.501589	        110.7824816                             4.5	            296.3471897	        124.5820342                                    4.5	        5937.154068	        369.2635116                                                                                                                               
4.52	    3264.081452	    297.9295822         4.52	        1447.233676	        109.5104208                             4.52	        400.7618375	        108.6441298                                    4.52	        5112.076966	        335.4968184                                                                                                                               
4.52714	    3741.602635	    84.96452415         4.52714	        1445.964459	        29.95191719                             4.52714	        406.9756647	        33.48775277                                    4.52714	    5594.542759	        96.1120039                                                                                                                               
4.54	    3652.031626	    301.2600405         4.54	        1430.524324	        103.2407783                             4.54	        510.3509795	        115.4865468                                    4.54	        5592.90693	        338.7527311                                                                                                                               
4.55	    3015.714058	    294.8364171         4.55	        1554.204367	        107.8869364                             4.55	        291.2691361	        116.8469559                                    4.55	        4861.187561	        334.9945                                                                                                                               
4.56	    3104.458939	    309.8323644         4.56	        1471.806553	        109.8497962                             4.56	        273.6678833	        129.8572111                                    4.56	        4849.933375	        353.4486767                                                                                                                               
4.57	    3510.458751	    308.0144453         4.57	        1395.838787	        107.2451466                             4.57	        420.4642631	        123.3988063                                    4.57	        5326.761801	        348.7143321                                                                                                                               
4.5745	    3504.072534	    125.8241286         4.5745	        1278.228286	        43.79434177                             4.5745	        456.915539	        51.28333702                                    4.5745	    5239.216359	        142.7572638                                                                                                                                   
4.58	    3576.943951	    308.3572372         4.58	        1247.21623	        106.2979011                             4.58	        355.6069877	        121.160443                                     4.58	        5179.767169	        347.9414929                                                                                                                              
4.59	    3237.891029	    304.2022058         4.59	        1236.409927	        107.6286227                             4.59	        353.4376825	        129.1231739                                    4.59	        4827.738639	        347.5567529                                                                                                                               
4.59953	    3458.890445	    35.95951002         4.59953	        1271.633944	        12.7880908                              4.59953	        394.9299482	        14.85341987                                    4.59953	    5125.454337	        40.95419037                                                                                                                              
4.61186	    3381.515158	    85.30784951         4.61186	        1190.14191	        29.93097362                             4.61186	        394.0197655	        34.78965707                                    4.61186	    4965.676834	        96.86904877                                                                                                                               
4.628	    3326.631119	    37.69773867         4.628	        1272.212148	        13.49154859                             4.628	        377.8915583	        15.53906625                                    4.628	    4976.734825	        42.94885288                                                                                                                               
4.64091	    3233.682879	    36.37428227         4.64091	        1236.434136	        13.02547098                             4.64091	        400.3198246	        15.56668285                                    4.64091	    4870.43684	        41.65420651                                                                                                                               
4.66124	    3433.716145	    37.42235203         4.66124	        1319.699865	        13.59228235                             4.66124	        414.1018042	        16.04447008                                    4.66124	    5167.517814	        42.92560531                                                                                                                               
4.68192	    3568.048629	    20.66496097         4.68192	        1354.657281	        7.672576285                             4.68192	        435.6919506	        9.230194839                                    4.68192	    5358.397861	        23.89781445                                                                                                                               
4.69882	    3699.303329	    37.56310306         4.69882	        1370.55534	        13.77562595                             4.69882	        431.0001939	        16.48615656                                    4.69882	    5500.858863	        43.27294698                                                                                                                               
4.7397	    3313.260561	    66.63627166         4.7397	        1374.21064	        24.98209941                             4.7397	        463.0109596	        30.05828131                                    4.7397	    5150.482161	        77.25282045                                                                                                                                   
4.75005	    3333.00421	    44.7202199          4.75005	        1397.255979	        16.84001607                             4.75005	        453.211118	        19.92861196                                    4.75005	    5183.471307	        51.77483736                                                                                                               
4.78054	    3314.390977	    37.59711182         4.78054	        1329.188584	        14.11125581                             4.78054	        440.3082507	        16.8622506                                     4.78054	    5083.887812	        43.55463067                                                                                                                              
4.84307	    3037.427729	    36.32755844         4.84307	        1256.374136	        13.76370057                             4.84307	        391.3482483	        16.7412247                                     4.84307	    4685.150113	        42.30129502                                                                                                                              
4.91802	    3023.411175	    57.29851823         4.91802	        1231.537707	        22.05861682                             4.91802	        383.5085338	        26.11639541                                    4.91802	    4638.457416	        66.72157729                                                                                                                               
4.95093	    3014.260906	    65.53432682         4.95093	        1212.412145	        25.30041905                             4.95093	        397.9805033	        31.27456454                                    4.95093	    4624.653554	        76.8957579                                                                                                                               
